
Parameters:
DATA_PATH=./data/
DATASET=ogbn-products
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=16
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=gin
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: products
Kernel mode: auto
Creating GIN model...
Using MaxK-accelerated GIN model
Model parameters: 235,314 total, 235,314 trainable
Graph statistics: 2449029 nodes, 123718280 edges
Average degree: 50.52
Feature dimension: 100, Hidden dimension: 256
MaxK value: 16, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 4.2132 | Train Accuracy 0.3073 | Val Accuracy 0.3068 | Test Accuracy 0.2664 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0001/1000| Loss 3.6318 | Train Accuracy 0.3070 | Val Accuracy 0.3065 | Test Accuracy 0.2659 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0002/1000| Loss 3.5869 | Train Accuracy 0.1423 | Val Accuracy 0.1361 | Test Accuracy 0.1347 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0003/1000| Loss 3.7886 | Train Accuracy 0.1893 | Val Accuracy 0.1855 | Test Accuracy 0.1612 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0004/1000| Loss 4.0257 | Train Accuracy 0.1383 | Val Accuracy 0.1368 | Test Accuracy 0.1151 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0005/1000| Loss 3.6480 | Train Accuracy 0.2902 | Val Accuracy 0.2847 | Test Accuracy 0.2380 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0006/1000| Loss 3.3832 | Train Accuracy 0.2190 | Val Accuracy 0.2144 | Test Accuracy 0.1720 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0007/1000| Loss 3.1845 | Train Accuracy 0.1488 | Val Accuracy 0.1437 | Test Accuracy 0.1207 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0008/1000| Loss 3.0941 | Train Accuracy 0.2769 | Val Accuracy 0.2714 | Test Accuracy 0.2251 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0009/1000| Loss 3.0756 | Train Accuracy 0.2750 | Val Accuracy 0.2729 | Test Accuracy 0.2243 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
Epoch 0010/1000| Loss 3.0505 | Train Accuracy 0.1718 | Val Accuracy 0.1660 | Test Accuracy 0.1338 | Best val. Accuracy 0.3068 | Best test Accuracy 0.2664
