
Parameters:
DATA_PATH=./data/
DATASET=flickr
DROPOUT=0.5
ENABLE_LOOKAHEAD=False
EPOCHS=1000
EVALUATE=None
GPU=0
GRAPH_METADATA_PATH=kernels/w12_nz64_warp_4/
HIDDEN_DIM=256
HIDDEN_LAYERS=3
KERNEL_MODE=auto
MAXK=8
MAXK_FALLBACK_THRESHOLD=0.001
MAXK_NUM_WARPS=12
MAXK_WARP_MAX_NZ=64
MODEL=sage
NONLINEAR=maxk
NORM=False
PATH=./run/
PLOT_PATH=./run/plots
PROFILE_KERNELS=False
SAVE_MODEL=False
SEED=97
SELFLOOP=False
USE_MAXK_KERNELS=True
VALIDATE_KERNELS=False
W_LR=0.01
W_WEIGHT_DECAY=0

Training with MaxK CUDA kernel acceleration
Graph name for metadata: flickr
Kernel mode: auto
Creating SAGE model...
Using MaxK-accelerated SAGE model
Model parameters: 524,039 total, 524,039 trainable
Graph statistics: 89250 nodes, 989006 edges
Average degree: 11.08
Feature dimension: 500, Hidden dimension: 256
MaxK value: 8, Nonlinearity: maxk
Starting training...
Epoch 0000/1000| Loss 2.7237 | Train Accuracy 0.4216 | Val Accuracy 0.4238 | Test Accuracy 0.4233 | Best val. Accuracy 0.4238 | Best test Accuracy 0.4233
Epoch 0001/1000| Loss 1.7065 | Train Accuracy 0.4025 | Val Accuracy 0.4067 | Test Accuracy 0.4047 | Best val. Accuracy 0.4238 | Best test Accuracy 0.4233
Epoch 0002/1000| Loss 1.7671 | Train Accuracy 0.4087 | Val Accuracy 0.4116 | Test Accuracy 0.4112 | Best val. Accuracy 0.4238 | Best test Accuracy 0.4233
Epoch 0003/1000| Loss 1.8317 | Train Accuracy 0.3919 | Val Accuracy 0.3925 | Test Accuracy 0.3965 | Best val. Accuracy 0.4238 | Best test Accuracy 0.4233
Epoch 0004/1000| Loss 1.6659 | Train Accuracy 0.4215 | Val Accuracy 0.4239 | Test Accuracy 0.4234 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0005/1000| Loss 1.6729 | Train Accuracy 0.4132 | Val Accuracy 0.4167 | Test Accuracy 0.4153 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0006/1000| Loss 1.7286 | Train Accuracy 0.4177 | Val Accuracy 0.4196 | Test Accuracy 0.4194 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0007/1000| Loss 1.6967 | Train Accuracy 0.4191 | Val Accuracy 0.4213 | Test Accuracy 0.4211 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0008/1000| Loss 1.6594 | Train Accuracy 0.4210 | Val Accuracy 0.4236 | Test Accuracy 0.4224 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0009/1000| Loss 1.6303 | Train Accuracy 0.4216 | Val Accuracy 0.4236 | Test Accuracy 0.4230 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
Epoch 0010/1000| Loss 1.6847 | Train Accuracy 0.4218 | Val Accuracy 0.4237 | Test Accuracy 0.4233 | Best val. Accuracy 0.4239 | Best test Accuracy 0.4234
